식당 이름,계정 ID,계정의 리뷰 수,방문 날짜,방문 횟수,인증 수단,리뷰 내용,리뷰 글자 수,리뷰 내 사진 유무
원조 조박집 본관,rjs****,1566,2025.10.31,6번째 방문,영수증,언제나 실망시키지 않는 맛!,15,False
원조 조박집 본관,안젤라씨네,1740,2025.10.28,1번째 방문,영수증,"마포에서 퇴근하는 남편 마중나갔다가 오랜만에 조박집 방문함. 퇴근시간 직전이라 빈 테이블이 몇개 있었으나 여섯시 조금 지나니까 빈자리가 없었음. 본관외에 별관과 신관도 있음. 처음에 주물럭 2인분 주문했고 맛있어서 1인분 추가함. 조박집 주물럭등심은 변함없이 부드럽고 맛있었음. 곁들여지는 반찬은 무생채, 파무침, 김치, 동치미 국물에 말아주는 국수가 전부. 조박집은 돼지갈비도 맛있으니 다음에는 돼지갈비 먹으러 가야겠음. 식당에 별도 주차장없음. 근처 마포 유수지 공영주차장이나 염리 공영주차장 이용 가능하지만 1시간만 요금이 지원됨.",300,True
원조 조박집 본관,JOY PD,1064,2025.10.27,1번째 방문,영수증,"달짝지근, 감칠맛나는 옛날맛 돼지갈비. 직접 구워먹으면 됨. 가격도 착하고 이모들도 잘해주시고 술맛도 좋았더라",61,True
원조 조박집 본관,PC크레이터 곰탱이,258,2025.10.16,2번째 방문,영수증,"서울 3대 돼지갈비집이라고… (그런데 이거 누가 정한거냐?) 블루리본 맛집이라고 (블루리본 스티커가 덕지덕지 이건 맞다.) 마포에 대표적인 맛집이라고… (그런데 정말 맛있기는 하다.) #원조조박집 (☆☆☆☆), 참 신기한건 가면 갈수록 여기 돼지갈비는 맛있어진다. 뭔가 마약 돼지갈비라고 해야 할 듯. 갈비의 느끼함을 국수말아넣은 동치미로 지우고 엄청나게 맛있는 열무김치도 최고! 마무리는 시래기 가득넣은 된장찌개! 솔직히 대파김치는 별로였음 ㅎ 끝 ! (꼬투리는 하나 잡아야지)",268,True
원조 조박집 본관,강두팔,1602,2025.10.08,1번째 방문,영수증,조박집 돼지갈비는 항상 맛있어욤 이번엔 할머니 할아버지 모시고 왔습니다 ㅎㅎ,42,True
원조 조박집 본관,unikon7,1063,2025.10.04,2번째 방문,영수증,"돼지갈비 1인분 20,000원… 그래도 맛은 여전히 좋네",31,True
원조 조박집 본관,토니몬따나,165,2025.10.04,1번째 방문,영수증,근본넘치는 옛날식 양념에 푸짐한 돼지갈비 상차림 너무 친절하고 맛있게 먹었어요!!,45,True
원조 조박집 본관,Genesis1212,67,2025.10.01,1번째 방문,영수증,마포갔다가 오랜만에 조박집 왔어요 😄 조박집 돼지갈비 맛있지만 전 동치미국수가 그렇게 생각나요 😋 (면 참 좋아해요🍜) 얼음동동 동치미국수에 양념된 돼지갈비 올려 한 입 넣으면 행복해요😆 그리곤 흰쌀밥에 고기 올려 한 입먹고 바로바로바로 된장찌개에 한 입 넣어주면 스트레스 날려버렷요 🤾‍♀️🤾‍♀️🤾‍♀️ 오늘도 찬에 나오는 국수 한 입에 먹고 동치미국수를 추가로 주문해서 먹어줬어요 크크크 리뷰 작성하면서도 또 먹고 싶네요 😋😋😋,242,True
원조 조박집 본관,몰리두커,1228,2025.10.01,1번째 방문,영수증,6개월만에 발문한거 같네요 돼지갈비 맛있어요 구워주지는 않지만 불판은 자주 교체해줘요,47,True
원조 조박집 본관,성복토끼,299,2025.09.27,1번째 방문,영수증,동치미 시래기 된찌 조합 굳🤭👍 돼지갈비까쥐 🩷넘 잘먹고갑니당,34,True
원조 조박집 본관,펭수콩국수,2348,2025.09.18,1번째 방문,영수증,"바쁜데도 친절하세요. 동치미는 국수가 불어있어 아쉽고 무생채, 식혜 맛집 !!! 공영주차장 1시간 지원해주심.",61,True
원조 조박집 본관,YHJ61,1699,2025.09.16,1번째 방문,영수증,굿,1,True
원조 조박집 본관,냠냠올리오,284,2025.09.13,1번째 방문,영수증,"짭쪼름한 돼지갈비가 맛있는 조박집. 두 명이 돼지갈비 4인분, 찌개 1, 공기밥 1 주문해먹었어요. 반찬 종류도 많고 직원분들이 친절하셔서 계속 찬도 리필해주시고 불판도 갈아주셔서 편하게 먹었어요! 갈비는 늘 맛있고, 찌개나 동치미국수, 밥 다 맛있고 식사류는 특히 가격 저렴해요. 주차는 바로 앞 유수지 공영주차장에 하면 되어서 편해요.",189,True
원조 조박집 본관,yos****,1202,2025.09.04,12번째 방문,영수증,맛있고 친절해요~~~~~~~~,16,True
원조 조박집 본관,단아한김션,2738,2025.09.01,7번째 방문,영수증,마포역돼지갈비맛집.. 월요일점심부터 돼지갈비로 가즈아~~ 오랜만에 먹으니 더 맛있었던..,49,True
원조 조박집 본관,seouler,607,2025.08.30,1번째 방문,영수증,오랜만에 갔는데도 사람이 많네요. 1인분 양이 그렇게 많진 않은거 같아요 친절하고 깔끔합니다,51,False
원조 조박집 본관,car****,91,2025.08.25,1번째 방문,영수증,친절하고 잘 먹었습니다. ^^,16,True
