platform,store_name,account_id,account_review_count,visit_date,visit_count,verification_method,review_text,review_length,has_photo,rating,account_avg_rating,reviewer_level,review_original,review_sentiment,has_emo_pos,has_emo_neg,has_laugh,has_cry,has_exclamation,has_question,has_number,original_char_len,음식_matched_keywords
naver,태양곱창 성수점,D3H,20.0,2026.03.04,1번째 방문,영수증,돼지곱창이 푸짐하고 맛있어요~,16,True,,,,돼지곱창이 푸짐하고 맛있어요~,돼지곱창이 푸짐하고 맛있어요,0,0,0,0,0,0,0,16,"맛, 맛있"
naver,이태리국시 성수,Ssong8647,23.0,2026.04.24,1번째 방문,영수증,파스타 종류가 다양한데 다 새로운 것들이라 좋았어요! 음식 더 너무 맛있구 에이드도 너무 맛있어요..🥹 식당 분위기도 좋아서 파스타 먹기에 좋아용 단체로 와도 좋구 데이트로 와두 너무 좋을 것 같아욤 맛있게 먹구 갑니다🖤,123,True,,,,파스타 종류가 다양한데 다 새로운 것들이라 좋았어요! 음식 더 너무 맛있구 에이드도 너무 맛있어요..🥹 식당 분위기도 좋아서 파스타 먹기에 좋아용 단체로 와도 좋구 데이트로 와두 너무 좋을 것 같아욤 맛있게 먹구 갑니다🖤,파스타 종류가 다양한데 다 새로운 것들이라 좋았어요 EXCLAM 음식 더 너무 맛있구 에이드도 너무 맛있어요 식당 분위기도 좋아서 파스타 먹기에 좋아용 단체로 와도 좋구 데이트로 와두 너무 좋을 것 같아욤 맛있게 먹구 갑니다 EMO_POS,1,0,0,0,1,0,0,123,"맛, 맛있, 음식, 양, 파스타"
kakao,태양곱창 성수,피식,6.0,2025-04-09,,,여러분 그냥 일반 곱창집에서 파는 곱창전골 드세요.. 굳이 이 밍밍한 곱창전골을 드시러 가실 이유가 하등 없습니다. 진짜 밍밍하고 진한맛 전혀없고 알곱창만 넣어놓는데 혹시나 싶어서 두번 갔는데 두번째도 똑같이 맛없네요.. 제발 그냥 다른집 가셔요.. 리뷰 마케팅에 속지마세요 현명한 소비하시길..,165,True,1.0,2.3,브론즈 레벨,여러분 그냥 일반 곱창집에서 파는 곱창전골 드세요.. 굳이 이 밍밍한 곱창전골을 드시러 가실 이유가 하등 없습니다. 진짜 밍밍하고 진한맛 전혀없고 알곱창만 넣어놓는데 혹시나 싶어서 두번 갔는데 두번째도 똑같이 맛없네요.. 제발 그냥 다른집 가셔요.. 리뷰 마케팅에 속지마세요 현명한 소비하시길..,여러분 그냥 일반 곱창집에서 파는 곱창전골 드세요 굳이 이 밍밍한 곱창전골을 드시러 가실 이유가 하등 없습니다 진짜 밍밍하고 진한맛 전혀없고 알곱창만 넣어놓는데 혹시나 싶어서 두번 갔는데 두번째도 똑같이 맛없네요 제발 그냥 다른집 가셔요 리뷰 마케팅에 속지마세요 현명한 소비하시길,0,0,0,0,0,0,0,165,"맛, 맛없, 짜"
kakao,황금콩밭,윤146,13.0,2025-05-13,,,처음에는 무슨 두부가 이렇게 비싸?하며 주문했지만 한입 먹어보면 납득이 가는 가격🥹❗️평소 두부를 정말 좋아하는 편이라 너무 맛있게 잘 먹었습니다! 콩비지도 너무 맛있었어요! 직원분들도 다 너무 친절하시고 밑반찬도 맛있는데다가 가득씩 리필해주시고🫶 집 근처라서 너무 행복하네요!,155,False,5.0,2.5,실버 레벨,처음에는 무슨 두부가 이렇게 비싸?하며 주문했지만 한입 먹어보면 납득이 가는 가격🥹❗️평소 두부를 정말 좋아하는 편이라 너무 맛있게 잘 먹었습니다! 콩비지도 너무 맛있었어요! 직원분들도 다 너무 친절하시고 밑반찬도 맛있는데다가 가득씩 리필해주시고🫶 집 근처라서 너무 행복하네요!,처음에는 무슨 두부가 이렇게 비싸 QUESTION 하며 주문했지만 한입 먹어보면 납득이 가는 가격 평소 두부를 정말 좋아하는 편이라 너무 맛있게 잘 먹었습니다 EXCLAM 콩비지도 너무 맛있었어요 EXCLAM 직원분들도 다 너무 친절하시고 밑반찬도 맛있는데다가 가득씩 리필해주시고 집 근처라서 너무 행복하네요 EXCLAM,0,0,0,0,1,1,0,155,"맛, 맛있, 면, 반찬"
kakao,육지,보니,6.0,2025-07-22,,,고기도 다 구워주시고 친절하십니다!! 고기도 맛있구 점심에도 영업해서 좋아욤,42,True,5.0,5.0,브론즈 레벨,고기도 다 구워주시고 친절하십니다!! 고기도 맛있구 점심에도 영업해서 좋아욤,고기도 다 구워주시고 친절하십니다 EXCLAM 고기도 맛있구 점심에도 영업해서 좋아욤,0,0,0,0,1,0,0,42,"맛, 맛있, 고기"
naver,조선시대,컭ㅅ,27.0,2026.03.07,1번째 방문,영수증,대창닭목살전골 맛있어요!! 키오스크에 할인해주는 게임도 나와서 재밌어용,39,True,,,,대창닭목살전골 맛있어요!! 키오스크에 할인해주는 게임도 나와서 재밌어용,대창닭목살전골 맛있어요 EXCLAM 키오스크에 할인해주는 게임도 나와서 재밌어용,0,0,0,0,1,0,0,39,"맛, 맛있"
kakao,각시보쌈,명란치즈,229.0,2025-06-17,,,맛과 양 테이블 크기까지 다 각시 좋아,21,True,4.0,3.6,골드 레벨,맛과 양 테이블 크기까지 다 각시 좋아,맛과 양 테이블 크기까지 다 각시 좋아,0,0,0,0,0,0,0,21,"맛, 양"
kakao,소문난성수감자탕,매매매,1.0,2025-03-08,,,줄이 길게 서있길래 맛집인줄 알고 먹음 그런데 경험해보니 최악 중에 최악 짧게 말하면 맛도 드릅게 없고 불친절 함 굳이 경험하지 마세요 줄이 왜 긴지 이해가 안가는 가게 카카오 리뷰가 정확해서 늘 보고 들어가는데 이번에 안본게 한입니다.. 먼저 맛이 드릅게 없음 여태까지 먹은 감자탕 중에서 여기가 제일 맛없었음 살이 퍽퍽한 부분이 많고 잘 떨어지지도 않음 뼈만 햝아 먹고 옴 원래 잘 익은 감자탕이라면 살이 쉽게 떨어지기 마련인데 절대 떨어지지 않았음 볶음밥도 맛없었음 두번째로는 야채 상태들이 안 좋았음 깻잎도 위에는 멀쩡해보이는걸 놓고 안에 파보면 절반은 검게 변해있었음 마지막으로 제일 최악은 불친절 먹고 있는데 식탁을 당기면서 옮긴다고 함 상식적으로 옮겨야하면 손님이 가고나서 옮기는게 맞지 않나 싶음 그리고 먹고 있는 중에 그릇을 치운다기에 치우라 하였더니 먹던 냄비까지 싹 다치우고 물로 테이블 자체를 닦아버림 뭐하자는건지 어이가 없음 먹는 내내 사람 불편하게 하고 먹는 도중이어도 치워버림 그릇 치운다면서 먹는 것까지 치워버리길래 벙쪄 있었더니 치운다고 했잖아요 이래버림 사람을 이런식으로 쫓아내는 가게는 처음봄 맛없어서 화나 있다가 하는 꼬라지 보니 더 기분이 나빠져서 글까지 쓰게 됌 먹고 나올때 보니 줄 세우는 직원도 사람들한테 승질은 있는대로 부림 웬만하면 다른 곳 가세요 감자탕 맛없기 힘든데 여기는 그걸 해내네요 줄 서지 마세요 여러분들의 시간과 돈을 아끼세요ㅜㅜ,721,True,1.0,1.0,브론즈 레벨,줄이 길게 서있길래 맛집인줄 알고 먹음 그런데 경험해보니 최악 중에 최악 짧게 말하면 맛도 드릅게 없고 불친절 함 굳이 경험하지 마세요 줄이 왜 긴지 이해가 안가는 가게 카카오 리뷰가 정확해서 늘 보고 들어가는데 이번에 안본게 한입니다.. 먼저 맛이 드릅게 없음 여태까지 먹은 감자탕 중에서 여기가 제일 맛없었음 살이 퍽퍽한 부분이 많고 잘 떨어지지도 않음 뼈만 햝아 먹고 옴 원래 잘 익은 감자탕이라면 살이 쉽게 떨어지기 마련인데 절대 떨어지지 않았음 볶음밥도 맛없었음 두번째로는 야채 상태들이 안 좋았음 깻잎도 위에는 멀쩡해보이는걸 놓고 안에 파보면 절반은 검게 변해있었음 마지막으로 제일 최악은 불친절 먹고 있는데 식탁을 당기면서 옮긴다고 함 상식적으로 옮겨야하면 손님이 가고나서 옮기는게 맞지 않나 싶음 그리고 먹고 있는 중에 그릇을 치운다기에 치우라 하였더니 먹던 냄비까지 싹 다치우고 물로 테이블 자체를 닦아버림 뭐하자는건지 어이가 없음 먹는 내내 사람 불편하게 하고 먹는 도중이어도 치워버림 그릇 치운다면서 먹는 것까지 치워버리길래 벙쪄 있었더니 치운다고 했잖아요 이래버림 사람을 이런식으로 쫓아내는 가게는 처음봄 맛없어서 화나 있다가 하는 꼬라지 보니 더 기분이 나빠져서 글까지 쓰게 됌 먹고 나올때 보니 줄 세우는 직원도 사람들한테 승질은 있는대로 부림 웬만하면 다른 곳 가세요 감자탕 맛없기 힘든데 여기는 그걸 해내네요 줄 서지 마세요 여러분들의 시간과 돈을 아끼세요ㅜㅜ,줄이 길게 서있길래 맛집인줄 알고 먹음 그런데 경험해보니 최악 중에 최악 짧게 말하면 맛도 드릅게 없고 불친절 함 굳이 경험하지 마세요 줄이 왜 긴지 이해가 안가는 가게 카카오 리뷰가 정확해서 늘 보고 들어가는데 이번에 안본게 한입니다 먼저 맛이 드릅게 없음 여태까지 먹은 감자탕 중에서 여기가 제일 맛없었음 살이 퍽퍽한 부분이 많고 잘 떨어지지도 않음 뼈만 햝아 먹고 옴 원래 잘 익은 감자탕이라면 살이 쉽게 떨어지기 마련인데 절대 떨어지지 않았음 볶음밥도 맛없었음 두번째로는 야채 상태들이 안 좋았음 깻잎도 위에는 멀쩡해보이는걸 놓고 안에 파보면 절반은 검게 변해있었음 마지막으로 제일 최악은 불친절 먹고 있는데 식탁을 당기면서 옮긴다고 함 상식적으로 옮겨야하면 손님이 가고나서 옮기는게 맞지 않나 싶음 그리고 먹고 있는 중에 그릇을 치운다기에 치우라 하였더니 먹던 냄비까지 싹 다치우고 물로 테이블 자체를 닦아버림 뭐하자는건지 어이가 없음 먹는 내내 사람 불편하게 하고 먹는 도중이어도 치워버림 그릇 치운다면서 먹는 것까지 치워버리길래 벙쪄 있었더니 치운다고 했잖아요 이래버림 사람을 이런식으로 쫓아내는 가게는 처음봄 맛없어서 화나 있다가 하는 꼬라지 보니 더 기분이 나빠져서 글까지 쓰게 됌 먹고 나올때 보니 줄 세우는 직원도 사람들한테 승질은 있는대로 부림 웬만하면 다른 곳 가세요 감자탕 맛없기 힘든데 여기는 그걸 해내네요 줄 서지 마세요 여러분들의 시간과 돈을 아끼세요,0,0,0,1,0,0,0,721,"맛, 맛없, 간, 면, 밥, 감자탕"
naver,육산장 홍대본점,120713,16.0,2026.04.27,1번째 방문,영수증,맛있어요!! 친구들이랑 조은 시감 보냇어요,23,True,,,,맛있어요!! 친구들이랑 조은 시감 보냇어요,맛있어요 EXCLAM 친구들이랑 조은 시감 보냇어요,0,0,0,0,1,0,0,23,"맛, 맛있"
kakao,마포양지설렁탕 도화점,아예,1.0,2025-02-08,,,"이디야 1층 매장 바로 앞에 주차장이 있길래 주차했습니다. 30-40분가량 지난 시점에 갑자기 차번호를 부르길래 나갔더니 설렁탕 집에서 이디야 주차장이 아니라고 하더군요. 이디야 주차장처럼 생겨서 착각했고, 꽤 시간이 지났음에도 별 다른 연락이 없어 잘못 주차했다는 생각조차 못 했습니다. 착각이었다 해도 주차를 잘못한 건 제 잘못이 맞습니다. 그로 인해 사장님들이 화가 난다는 것도 백번 이해하고요. 그런데 다짜고짜 저에게 생각이 있냐, 영업방해를 해도 유분수가 있지 남의 사업장 망칠 일 있냐는 둥 혼잣말 섞인 욕들을 포함해 직원 여러명이 고성을 지르며 짧은 시간 내에 별소릴 다 하더군요. 죄송해서라도 설렁탕 먹으려했던 생각이 사라질 정도로요. 참고로 메뉴판보니 설렁탕 한 그릇이 14,000원인데 주차비 18,000원을 내라고 했습니다. 사실 뭐 주차비야 부르는게 값이고 이디야 공간이 아니니 주차비 받겠다고 했으면 잘못한 값이라 생각하고 비용이 얼마가 됐든 기분이 별로 안 상했을 겁니다. 그런데 중요한 건요. 결국에 주차비 받을거였으면 저한테 생각이 있냐는 식의 모욕적 발언하면 안 됐죠? 이거 고소 성립되는거 알고 한 소린가요? 그거 누굽니까? 저도 식사하려 했던 고객인데 너 한명쯤 안와도 된다는 식의 손님응대~ 역시 장사 잘되는 집이라 다르네요~",650,False,1.0,1.0,브론즈 레벨,"이디야 1층 매장 바로 앞에 주차장이 있길래 주차했습니다. 30-40분가량 지난 시점에 갑자기 차번호를 부르길래 나갔더니 설렁탕 집에서 이디야 주차장이 아니라고 하더군요. 이디야 주차장처럼 생겨서 착각했고, 꽤 시간이 지났음에도 별 다른 연락이 없어 잘못 주차했다는 생각조차 못 했습니다. 착각이었다 해도 주차를 잘못한 건 제 잘못이 맞습니다. 그로 인해 사장님들이 화가 난다는 것도 백번 이해하고요. 그런데 다짜고짜 저에게 생각이 있냐, 영업방해를 해도 유분수가 있지 남의 사업장 망칠 일 있냐는 둥 혼잣말 섞인 욕들을 포함해 직원 여러명이 고성을 지르며 짧은 시간 내에 별소릴 다 하더군요. 죄송해서라도 설렁탕 먹으려했던 생각이 사라질 정도로요. 참고로 메뉴판보니 설렁탕 한 그릇이 14,000원인데 주차비 18,000원을 내라고 했습니다. 사실 뭐 주차비야 부르는게 값이고 이디야 공간이 아니니 주차비 받겠다고 했으면 잘못한 값이라 생각하고 비용이 얼마가 됐든 기분이 별로 안 상했을 겁니다. 그런데 중요한 건요. 결국에 주차비 받을거였으면 저한테 생각이 있냐는 식의 모욕적 발언하면 안 됐죠? 이거 고소 성립되는거 알고 한 소린가요? 그거 누굽니까? 저도 식사하려 했던 고객인데 너 한명쯤 안와도 된다는 식의 손님응대~ 역시 장사 잘되는 집이라 다르네요~",이디야 1층 매장 바로 앞에 주차장이 있길래 주차했습니다 30 40분가량 지난 시점에 갑자기 차번호를 부르길래 나갔더니 설렁탕 집에서 이디야 주차장이 아니라고 하더군요 이디야 주차장처럼 생겨서 착각했고 꽤 시간이 지났음에도 별 다른 연락이 없어 잘못 주차했다는 생각조차 못 했습니다 착각이었다 해도 주차를 잘못한 건 제 잘못이 맞습니다 그로 인해 사장님들이 화가 난다는 것도 백번 이해하고요 그런데 다짜고짜 저에게 생각이 있냐 영업방해를 해도 유분수가 있지 남의 사업장 망칠 일 있냐는 둥 혼잣말 섞인 욕들을 포함해 직원 여러명이 고성을 지르며 짧은 시간 내에 별소릴 다 하더군요 죄송해서라도 설렁탕 먹으려했던 생각이 사라질 정도로요 참고로 메뉴판보니 설렁탕 한 그릇이 14 000원인데 주차비 18 000원을 내라고 했습니다 사실 뭐 주차비야 부르는게 값이고 이디야 공간이 아니니 주차비 받겠다고 했으면 잘못한 값이라 생각하고 비용이 얼마가 됐든 기분이 별로 안 상했을 겁니다 그런데 중요한 건요 결국에 주차비 받을거였으면 저한테 생각이 있냐는 식의 모욕적 발언하면 안 됐죠 QUESTION 이거 고소 성립되는거 알고 한 소린가요 QUESTION 그거 누굽니까 QUESTION 저도 식사하려 했던 고객인데 너 한명쯤 안와도 된다는 식의 손님응대 역시 장사 잘되는 집이라 다르네요,0,0,0,0,0,1,1,650,"메뉴, 간, 면, 짜"
naver,옥동식,댕댕이와숨바꼭질,136.0,2026.01.08,1번째 방문,영수증,정갈한 한끼 식사 기분좋게 하고 갑니다. 쌀밥의 익힘정도가 훌륭합니다😎 다른 것보다 고소한 밥이 진짜 예술! 씹을 때 알알이 느껴지는 게 매력적이에요. 그리고 고추지 레시피 알고 싶다.. 고추지 진짜 맛있어욤.. 저 술 좋아하는데 곰탕 한그릇에 이렇게 보리소주 곁들일 수 있게 잔술로 파는 것도 너무 좋은 거 같아요ㅠ 소주는 약간 달달한 청주느낌이었고 묵직하게 도수감 느껴져서 잘어울렸어요. 깔끔하고 따땃하고 군더더기 없다.. 조용하고 편안한 분위기라 식사에 집중하기 좋았습니다. (웨이팅: 4시에 리스팅하고 7시 경 입장. 대기번호 5번째 호출당한 이후로도 밖에서 떨면서 40분 이상 대기했어요😭🥶),336,True,,,,정갈한 한끼 식사 기분좋게 하고 갑니다. 쌀밥의 익힘정도가 훌륭합니다😎 다른 것보다 고소한 밥이 진짜 예술! 씹을 때 알알이 느껴지는 게 매력적이에요. 그리고 고추지 레시피 알고 싶다.. 고추지 진짜 맛있어욤.. 저 술 좋아하는데 곰탕 한그릇에 이렇게 보리소주 곁들일 수 있게 잔술로 파는 것도 너무 좋은 거 같아요ㅠ 소주는 약간 달달한 청주느낌이었고 묵직하게 도수감 느껴져서 잘어울렸어요. 깔끔하고 따땃하고 군더더기 없다.. 조용하고 편안한 분위기라 식사에 집중하기 좋았습니다. (웨이팅: 4시에 리스팅하고 7시 경 입장. 대기번호 5번째 호출당한 이후로도 밖에서 떨면서 40분 이상 대기했어요😭🥶),정갈한 한끼 식사 기분좋게 하고 갑니다 쌀밥의 익힘정도가 훌륭합니다 EMO_POS 다른 것보다 고소한 밥이 진짜 예술 EXCLAM 씹을 때 알알이 느껴지는 게 매력적이에요 그리고 고추지 레시피 알고 싶다 고추지 진짜 맛있어욤 저 술 좋아하는데 곰탕 한그릇에 이렇게 보리소주 곁들일 수 있게 잔술로 파는 것도 너무 좋은 거 같아요 소주는 약간 달달한 청주느낌이었고 묵직하게 도수감 느껴져서 잘어울렸어요 깔끔하고 따땃하고 군더더기 없다 조용하고 편안한 분위기라 식사에 집중하기 좋았습니다 웨이팅 4시에 리스팅하고 7시 경 입장 대기번호 5번째 호출당한 이후로도 밖에서 떨면서 40분 이상 대기했어요 EMO_NEG,1,1,0,0,1,0,1,336,"맛, 맛있, 간, 면, 밥, 짜"
